Date,Open,High,Low,Close,Adj Close,Volume
23/01/2003,0.250892997,0.256428987,0.249107003,0.253035992,0.213447779,228256000
24/01/2003,0.254285991,0.254285991,0.242143005,0.246428996,0.207874507,305468800
27/01/2003,0.244286001,0.258929014,0.243750006,0.252321005,0.21284467,391406400
28/01/2003,0.254285991,0.262320995,0.252857,0.260356992,0.219623446,286255200
29/01/2003,0.259820998,0.269643009,0.255356997,0.266606987,0.224895626,373044000
30/01/2003,0.267500013,0.269107014,0.255178988,0.255713999,0.215706855,407058400
31/01/2003,0.253392994,0.259820998,0.250892997,0.256428987,0.216309905,341224800
03/02/2003,0.257321,0.266250014,0.256249994,0.261786014,0.220828846,264784800
04/02/2003,0.258035988,0.261606991,0.25553599,0.260713995,0.219924599,317413600
05/02/2003,0.262679011,0.266606987,0.257856995,0.258035988,0.217665479,221614400
06/02/2003,0.256428987,0.260535985,0.253928989,0.257678986,0.217364341,179149600
07/02/2003,0.259820998,0.260713995,0.251249999,0.25267899,0.213146701,269701600
10/02/2003,0.254642993,0.260179013,0.251071006,0.256249994,0.216159001,167888000
11/02/2003,0.258929014,0.261249989,0.253571004,0.256249994,0.216159001,164780000
12/02/2003,0.254821002,0.260713995,0.254821002,0.256963998,0.216761276,228687200
13/02/2003,0.257321,0.261429012,0.254285991,0.259642988,0.219021112,208493600
14/02/2003,0.260892987,0.26285699,0.256249994,0.261963993,0.22097896,243297600
18/02/2003,0.263393015,0.273214012,0.26285699,0.272679001,0.230017573,290897600
19/02/2003,0.269107014,0.270536005,0.262142986,0.265179008,0.223691031,240368800
20/02/2003,0.265179008,0.267143011,0.262679011,0.263749987,0.222485557,224352800
21/02/2003,0.264643013,0.268929005,0.261606991,0.267856985,0.225950062,157444000
24/02/2003,0.265356988,0.26839301,0.246428996,0.263213992,0.222033471,180252800
25/02/2003,0.262142986,0.269286007,0.260356992,0.268213987,0.226251185,188641600
26/02/2003,0.267679006,0.268213987,0.258570999,0.258929014,0.218418851,217095200
27/02/2003,0.260179013,0.267856985,0.259106994,0.265356988,0.223841056,154341600
28/02/2003,0.265356988,0.269463986,0.263749987,0.268036008,0.226101056,195098400
03/03/2003,0.268036008,0.270714015,0.259820998,0.261606991,0.220677793,203761600
04/03/2003,0.263213992,0.264463991,0.257856995,0.25999999,0.219322279,126414400
05/03/2003,0.260892987,0.264286011,0.259285986,0.261070997,0.220225662,126683200
06/03/2003,0.260356992,0.260713995,0.257142991,0.25999999,0.219322279,99859200
07/03/2003,0.25839299,0.262679011,0.25553599,0.259463996,0.218870118,200984000
10/03/2003,0.259106994,0.261963993,0.255356997,0.256606996,0.216460094,134573600
11/03/2003,0.256428987,0.258749992,0.252142996,0.254106998,0.214351237,161190400
12/03/2003,0.253035992,0.256963998,0.251071006,0.253928989,0.214201048,222560800
13/03/2003,0.25839299,0.264286011,0.253035992,0.26285699,0.221732274,335445600
14/03/2003,0.262142986,0.268036008,0.261429012,0.263929009,0.222636536,153098400
17/03/2003,0.265893012,0.269107014,0.262679011,0.268036008,0.226101056,399912800
18/03/2003,0.267856985,0.269463986,0.264643013,0.267856985,0.225950062,229980800
19/03/2003,0.269107014,0.270536005,0.264106989,0.266963989,0.225196704,141316000
20/03/2003,0.266606987,0.267679006,0.260713995,0.266250014,0.224594504,163178400
21/03/2003,0.269463986,0.270536005,0.264643013,0.267856985,0.225950062,297948000
24/03/2003,0.261963993,0.264286011,0.256249994,0.256606996,0.216460094,161100800
25/03/2003,0.257321,0.264820993,0.256606996,0.259820998,0.219171226,167697600
26/03/2003,0.259820998,0.25999999,0.255356997,0.257321,0.217062354,178343200
27/03/2003,0.255713999,0.262499988,0.255713999,0.258749992,0.218267843,122393600
28/03/2003,0.257142991,0.261070997,0.256606996,0.260179013,0.219473302,145303200
31/03/2003,0.255892992,0.259463996,0.250714004,0.252499998,0.212995678,256659200
01/04/2003,0.253571004,0.25553599,0.251249999,0.252857,0.213296875,154341600
02/04/2003,0.256428987,0.262320995,0.254821002,0.260713995,0.219924599,171371200
03/04/2003,0.25999999,0.262499988,0.256249994,0.258213997,0.217815638,145712000
04/04/2003,0.259285986,0.261963993,0.256963998,0.257321,0.217062354,146020000
07/04/2003,0.265179008,0.266963989,0.257321,0.258749992,0.218267843,196862400
08/04/2003,0.259106994,0.261606991,0.256428987,0.258035988,0.217665479,128934400
09/04/2003,0.259285986,0.261070997,0.252499998,0.253392994,0.213748947,146725600
10/04/2003,0.253571004,0.256963998,0.253571004,0.256606996,0.216460094,107100000
11/04/2003,0.250892997,0.257856995,0.230893001,0.235714003,0.198835894,1392708800
14/04/2003,0.244820997,0.245536,0.241071001,0.242500007,0.204560235,502958400
15/04/2003,0.242679,0.242856994,0.237499997,0.239106998,0.20169802,303968000
16/04/2003,0.231964007,0.244106993,0.230713993,0.236429006,0.199439079,1016176000
17/04/2003,0.235714003,0.236607,0.227143005,0.234285995,0.197631329,616257600
21/04/2003,0.234464005,0.235535994,0.231785998,0.234642997,0.197932437,152320000
22/04/2003,0.235357001,0.243213996,0.233750001,0.241249993,0.203505784,300568800
23/04/2003,0.241606995,0.243393004,0.238571003,0.242500007,0.204560235,209680800
24/04/2003,0.241429001,0.243036002,0.232143,0.239999995,0.202451363,325108000
25/04/2003,0.240356997,0.242500007,0.236249998,0.238392994,0.20109576,205318400
28/04/2003,0.240713999,0.249285996,0.239821002,0.247500002,0.208777934,636798400
29/04/2003,0.249642998,0.252857,0.242500007,0.251071006,0.211790234,458236800
30/04/2003,0.248750001,0.256249994,0.247320995,0.253928989,0.214201048,458175200
01/05/2003,0.254464,0.256963998,0.25,0.256428987,0.216309905,342759200
02/05/2003,0.258213997,0.260535985,0.256071001,0.258035988,0.217665479,321182400
05/05/2003,0.263749987,0.301429003,0.263393015,0.287321001,0.242368773,1555708000
06/05/2003,0.287856996,0.319642991,0.287499994,0.3125,0.263608605,1514492000
07/05/2003,0.309464008,0.325713992,0.305536002,0.31517899,0.265868276,1054379200
08/05/2003,0.316071004,0.322679013,0.308750004,0.321429014,0.271140575,687736000
09/05/2003,0.327320993,0.328570992,0.319285989,0.326786011,0.275659412,588386400
12/05/2003,0.324106991,0.334643006,0.323749989,0.331429005,0.279576153,419372800
13/05/2003,0.329106987,0.338750005,0.320535988,0.333393008,0.281232655,446796000
14/05/2003,0.336250007,0.336429,0.329106987,0.331250012,0.279425055,355488000
15/05/2003,0.332143009,0.336607009,0.329820991,0.334464014,0.282136142,284995200
16/05/2003,0.331963986,0.339464009,0.326429009,0.335714012,0.283190578,341628000
19/05/2003,0.33089301,0.333036005,0.32249999,0.323213995,0.272646278,445888800
20/05/2003,0.323213995,0.324286014,0.314285994,0.317678988,0.267977178,416220000
21/05/2003,0.317678988,0.323035985,0.315535992,0.318749994,0.268880635,305009600
22/05/2003,0.319463998,0.328570992,0.316785991,0.325713992,0.274755031,178460800
23/05/2003,0.325179011,0.329643011,0.320713997,0.327143013,0.275960535,206718400
27/05/2003,0.320713997,0.337500006,0.319821,0.337143004,0.284396023,290130400
28/05/2003,0.330356985,0.333214015,0.324106991,0.326429009,0.275358379,339679200
29/05/2003,0.326606989,0.330356985,0.319642991,0.323213995,0.272646278,333765600
30/05/2003,0.323570997,0.324642986,0.313035995,0.320535988,0.270387262,382748800
02/06/2003,0.323213995,0.326606989,0.308393002,0.311607003,0.262855262,418588800
03/06/2003,0.311428994,0.315535992,0.303929001,0.309107006,0.2607463,360858400
04/06/2003,0.308928996,0.317678988,0.306071013,0.314285994,0.265115023,271202400
05/06/2003,0.311607003,0.316785991,0.309464008,0.314999998,0.265717417,205497600
06/06/2003,0.316785991,0.322142988,0.306071013,0.306250006,0.258336395,241388000
09/06/2003,0.30250001,0.304286003,0.29696399,0.299820989,0.252913177,259952000
10/06/2003,0.301607013,0.308750004,0.299106985,0.306786001,0.258788556,176646400
11/06/2003,0.306250006,0.312678993,0.300179005,0.311607003,0.262855262,225114400
12/06/2003,0.313392997,0.319285989,0.311607003,0.317321002,0.267675221,252588000
13/06/2003,0.316964,0.320535988,0.305893004,0.311071008,0.262403101,191245600
16/06/2003,0.314285994,0.326249987,0.311607003,0.326249987,0.275207251,238526400
17/06/2003,0.328750014,0.330356985,0.321249992,0.324820995,0.274001718,177464000
18/06/2003,0.329463989,0.347856998,0.326963991,0.341428995,0.288011461,454983200
19/06/2003,0.345714003,0.350178987,0.335179001,0.341785997,0.288312584,381528000
20/06/2003,0.345535994,0.349642992,0.337500006,0.342857003,0.289216042,356546400
23/06/2003,0.344642997,0.351606995,0.334820986,0.340357006,0.287107199,307361600
24/06/2003,0.347678989,0.351249993,0.334286004,0.33535701,0.282889575,514382400
25/06/2003,0.336786002,0.34642899,0.334107012,0.340893,0.287559241,329812000
26/06/2003,0.333929002,0.344999999,0.333929002,0.344464004,0.29057166,161705600
27/06/2003,0.344642997,0.344821006,0.330000013,0.334464014,0.282136142,365792000
30/06/2003,0.333570987,0.343035996,0.331963986,0.340357006,0.287107199,222152000
01/07/2003,0.336964011,0.342500001,0.330536008,0.340893,0.287559241,180992000
02/07/2003,0.339821011,0.34642899,0.339643002,0.344107002,0.290270418,325298400
03/07/2003,0.339286,0.349106997,0.338928998,0.341607004,0.288161665,137771200
07/07/2003,0.344107002,0.360356987,0.341607004,0.354820997,0.299308211,286272000
08/07/2003,0.348571002,0.366070986,0.348035991,0.364286005,0.307292432,256737600
09/07/2003,0.360893011,0.365179002,0.355179012,0.355179012,0.299610317,213645600
10/07/2003,0.354999989,0.356070995,0.345892996,0.349642992,0.294940412,170934400
11/07/2003,0.351071,0.357143015,0.348749995,0.354463995,0.299007177,136858400
14/07/2003,0.357320994,0.364286005,0.354820997,0.355356991,0.299760491,188406400
15/07/2003,0.357499987,0.361429006,0.346964002,0.350178987,0.295392513,206645600
16/07/2003,0.35660699,0.357143015,0.346071005,0.354820997,0.299308211,250930400
17/07/2003,0.360536009,0.374107003,0.35946399,0.373214006,0.314823627,751212000
18/07/2003,0.373214006,0.378214002,0.364286005,0.372500002,0.314221233,298838400
21/07/2003,0.36946401,0.371428996,0.362500012,0.368036002,0.31045571,183808800
22/07/2003,0.372678995,0.374285996,0.366070986,0.371428996,0.313317835,198424800
23/07/2003,0.374107003,0.374285996,0.365357012,0.371250004,0.313166887,143035200
24/07/2003,0.375714004,0.383929014,0.363929003,0.366250008,0.308949172,229236000
25/07/2003,0.364464015,0.385179013,0.364286005,0.384642988,0.324464411,216686400
28/07/2003,0.383929014,0.383929014,0.372500002,0.374821007,0.316179246,170357600
29/07/2003,0.374821007,0.376428992,0.366429001,0.370000005,0.31211251,197120000
30/07/2003,0.370893002,0.373214006,0.360179007,0.36214301,0.305484772,173594400
31/07/2003,0.370357007,0.381249994,0.367321014,0.376428992,0.31753552,301464800
01/08/2003,0.375,0.379821002,0.368571013,0.370178998,0.312263399,149604000
04/08/2003,0.36660701,0.383929014,0.36214301,0.378749996,0.319493443,230115200
05/08/2003,0.381249994,0.382142991,0.358929008,0.363929003,0.306991279,249440800
06/08/2003,0.358213991,0.360179007,0.348214,0.350535989,0.295693725,245464800
07/08/2003,0.352320999,0.358749986,0.346785992,0.355892986,0.300212532,174378400
08/08/2003,0.359106988,0.35946399,0.349999994,0.350713998,0.295843869,137659200
11/08/2003,0.353929013,0.355892986,0.348392993,0.351071,0.296145052,137228000
12/08/2003,0.352856994,0.353570998,0.347499996,0.351785988,0.296748042,164438400
13/08/2003,0.354642987,0.363213986,0.349642992,0.360356987,0.303978175,284099200
14/08/2003,0.360893011,0.363036007,0.356070995,0.35660699,0.300814807,192780000
15/08/2003,0.357499987,0.358393013,0.351071,0.351963997,0.296898276,125865600
18/08/2003,0.354642987,0.364464015,0.35214299,0.363213986,0.30638814,192774400
19/08/2003,0.363750011,0.365179002,0.357143015,0.362857014,0.306087136,133688800
20/08/2003,0.360356987,0.379821002,0.359643012,0.375178993,0.316481233,273212800
21/08/2003,0.375535995,0.387679011,0.374107003,0.387142986,0.326573402,255326400
22/08/2003,0.389463991,0.392856985,0.368571013,0.372857004,0.314522386,250264000
25/08/2003,0.371071011,0.373392999,0.365893006,0.372500002,0.314221233,137782400
26/08/2003,0.370536,0.376249999,0.363393009,0.375892997,0.317083508,164959200
27/08/2003,0.373392999,0.383570999,0.368928999,0.383570999,0.323560208,225702400
28/08/2003,0.380892992,0.396786004,0.380892992,0.39625001,0.334255606,319625600
29/08/2003,0.396429002,0.408035994,0.393750012,0.403750002,0.340582162,263155200
02/09/2003,0.404642999,0.40892899,0.400000006,0.408035994,0.344197512,242132800
03/09/2003,0.407142997,0.416429013,0.406428993,0.409821004,0.345703393,268828000
04/09/2003,0.413571,0.415179014,0.406607002,0.407678992,0.343896568,199780000
05/09/2003,0.405892998,0.413392991,0.400178999,0.401786,0.338925481,240133600
08/09/2003,0.401428998,0.406964004,0.401250005,0.406071007,0.342540056,167244000
09/09/2003,0.402321011,0.404821008,0.395000011,0.399464011,0.336966813,180370400
10/09/2003,0.397320986,0.403750002,0.394820988,0.396070987,0.334104598,224890400
11/09/2003,0.397320986,0.406964004,0.394643009,0.402857006,0.339828998,213684800
12/09/2003,0.401964009,0.413213998,0.398393005,0.412499994,0.347963244,179989600
15/09/2003,0.407321006,0.40892899,0.395000011,0.396607012,0.334556729,226844800
16/09/2003,0.396607012,0.405178994,0.396429002,0.399286002,0.336816549,269007200
17/09/2003,0.399464011,0.399643004,0.390179008,0.395000011,0.33320117,289396800
18/09/2003,0.394643009,0.410535991,0.391963989,0.408571005,0.344648927,252907200
19/09/2003,0.408571005,0.411606997,0.400536001,0.403214008,0.340130091,205956800
22/09/2003,0.396070987,0.401786,0.391429007,0.394286007,0.332598954,179821600
23/09/2003,0.393213987,0.401071012,0.39071399,0.400536001,0.337871015,132451200
24/09/2003,0.396607012,0.398393005,0.376428992,0.380713999,0.321150213,301285600
25/09/2003,0.381071001,0.381606996,0.361606985,0.364820987,0.307743639,574380800
26/09/2003,0.362500012,0.387499988,0.359820992,0.36946401,0.31166026,347250400
29/09/2003,0.383749992,0.386963993,0.368750006,0.380356997,0.320849091,365702400
30/09/2003,0.376607001,0.378928989,0.36500001,0.370000005,0.31211251,285426400
01/10/2003,0.369821012,0.376785994,0.360536009,0.371250004,0.313166887,236112800
02/10/2003,0.371428996,0.371428996,0.36214301,0.367321014,0.30985269,204058400
03/10/2003,0.374821007,0.390356988,0.372857004,0.387320995,0.326723695,299600000
06/10/2003,0.386963993,0.398750007,0.385356992,0.398036003,0.335762173,268329600
07/10/2003,0.393750012,0.418036014,0.391250014,0.41464299,0.349770904,418174400
08/10/2003,0.415179014,0.420356989,0.405892998,0.41178599,0.347360909,428668800
09/10/2003,0.416070998,0.422679007,0.406964004,0.418749988,0.353235304,347748800
10/10/2003,0.419643015,0.425179005,0.417320997,0.422856987,0.356699854,174837600
13/10/2003,0.423750013,0.435892999,0.423570991,0.43482101,0.366792053,279865600
14/10/2003,0.434285998,0.441785991,0.43196401,0.438392997,0.369805157,275419200
15/10/2003,0.443749994,0.446606994,0.438928992,0.443213999,0.373871922,610103200
16/10/2003,0.425000012,0.425713986,0.400178999,0.415179014,0.350223064,975682400
17/10/2003,0.417499989,0.419463992,0.400536001,0.40625,0.342691094,359811200
20/10/2003,0.40357101,0.416785985,0.399643004,0.41464299,0.349770904,279132000
21/10/2003,0.41624999,0.417856991,0.40625,0.413928986,0.349168599,176461600
22/10/2003,0.409642994,0.414285988,0.405000001,0.406428993,0.342842102,161599200
23/10/2003,0.405892998,0.413392991,0.403393,0.410535991,0.346306592,165211200
24/10/2003,0.402857006,0.408035994,0.396964014,0.40357101,0.340431243,219856000
27/10/2003,0.40625,0.408749998,0.401607007,0.40357101,0.340431243,162013600
28/10/2003,0.402857006,0.424463987,0.400000006,0.423570991,0.35730198,251714400
29/10/2003,0.419820994,0.426786005,0.416785985,0.423036009,0.356850863,267080800
30/10/2003,0.428393006,0.428570986,0.408392996,0.412321001,0.347812176,260556800
31/10/2003,0.416070998,0.416963995,0.406785995,0.408749998,0.344799846,218153600
03/11/2003,0.407678992,0.416070998,0.406785995,0.413392991,0.348716408,302842400
04/11/2003,0.411963999,0.412499994,0.403393,0.409107,0.345101058,249233600
05/11/2003,0.407499999,0.413035989,0.401250005,0.411249995,0.346908808,322470400
06/11/2003,0.409107,0.413392991,0.404464006,0.412856996,0.348264366,397073600
07/11/2003,0.414106995,0.414999992,0.400893003,0.401786,0.338925481,210145600
10/11/2003,0.400893003,0.404464006,0.389999986,0.391070992,0.329886854,234276000
11/11/2003,0.391070992,0.393213987,0.383570999,0.384642988,0.324464411,215073600
12/11/2003,0.383570999,0.405714005,0.383570999,0.398750007,0.336364418,300003200
13/11/2003,0.394107014,0.402857006,0.391429007,0.400357008,0.337720096,212772000
14/11/2003,0.401428998,0.403750002,0.379999995,0.383213997,0.323259115,237048000
17/11/2003,0.381249994,0.381606996,0.374107003,0.377321005,0.318288028,228256000
18/11/2003,0.378749996,0.381071001,0.363393009,0.364464015,0.307442605,267192800
19/11/2003,0.367143005,0.368750006,0.361786008,0.364643008,0.307593524,344584800
20/11/2003,0.358929008,0.376428992,0.358929008,0.363929003,0.306991279,239590400
21/11/2003,0.363213986,0.367500007,0.354463995,0.36214301,0.305484772,241836000
24/11/2003,0.366070986,0.379821002,0.365179002,0.37767899,0.318590075,381824800
25/11/2003,0.379106998,0.379464,0.368036002,0.369286001,0.311510175,268654400
26/11/2003,0.373035997,0.37767899,0.361606985,0.370000005,0.31211251,245128800
28/11/2003,0.371071011,0.376249999,0.366429001,0.373392999,0.314974636,76098400
01/12/2003,0.375714004,0.390179008,0.375,0.387679011,0.327025473,361536000
02/12/2003,0.385713995,0.391070992,0.382321,0.384642988,0.324464411,205296000
03/12/2003,0.384642988,0.389999986,0.374285996,0.375535995,0.316782326,191296000
04/12/2003,0.373928994,0.378035992,0.370893002,0.37767899,0.318590075,177940000
05/12/2003,0.373214006,0.37767899,0.370178998,0.37232101,0.314070374,186177600
08/12/2003,0.371071011,0.376428992,0.364464015,0.375892997,0.317083508,148237600
09/12/2003,0.378035992,0.379464,0.364286005,0.365179002,0.308045715,135144800
10/12/2003,0.365179002,0.368036002,0.356429011,0.363929003,0.306991279,271336800
11/12/2003,0.361606985,0.381071001,0.360893011,0.378749996,0.319493443,183136800
12/12/2003,0.380713999,0.380713999,0.369643003,0.373035997,0.314673483,192673600
15/12/2003,0.383749992,0.383749992,0.358393013,0.360179007,0.303827971,388908800
16/12/2003,0.360536009,0.365893006,0.357320994,0.35928601,0.303074688,373956800
17/12/2003,0.358570993,0.35946399,0.353392988,0.354999989,0.299459308,274260000
18/12/2003,0.355356991,0.360356987,0.355356991,0.357856989,0.301869214,330915200
19/12/2003,0.360536009,0.364643008,0.350356996,0.351785988,0.296748042,453560800
22/12/2003,0.350892991,0.355179012,0.34375,0.354463995,0.299007177,377064800
23/12/2003,0.355713993,0.356249988,0.349999994,0.35374999,0.298404813,308498400
24/12/2003,0.35214299,0.367679,0.350892991,0.364464015,0.307442605,177475200
26/12/2003,0.363393009,0.373392999,0.363213986,0.371071011,0.313015908,103695200
29/12/2003,0.373392999,0.377857,0.372500002,0.37767899,0.318590075,233458400
30/12/2003,0.378214002,0.383929014,0.37767899,0.379999995,0.320547938,204853600
31/12/2003,0.381249994,0.384463996,0.378214002,0.381606996,0.321903497,174451200
02/01/2004,0.384820998,0.388393015,0.378214002,0.379999995,0.320547938,144642400
05/01/2004,0.382499993,0.399821013,0.382499993,0.395893008,0.333954573,395018400
06/01/2004,0.397320986,0.400357008,0.387679011,0.394463986,0.332748979,509348000
07/01/2004,0.394643009,0.407678992,0.391606987,0.403393,0.340281039,586874400
08/01/2004,0.407857001,0.423750013,0.404464006,0.417142987,0.351879746,460303200
09/01/2004,0.414820999,0.430893004,0.406964004,0.410714,0.346456587,427459200
12/01/2004,0.415179014,0.428570986,0.412499994,0.423750013,0.357453018,487547200
13/01/2004,0.441071004,0.443571001,0.426070988,0.430714011,0.363327622,679016800
14/01/2004,0.435714006,0.438214004,0.42464301,0.432143003,0.364533037,620043200
15/01/2004,0.409107,0.417856991,0.401786,0.408035994,0.344197512,1018208800
16/01/2004,0.408749998,0.411428988,0.403750002,0.405714005,0.342238963,372820000
20/01/2004,0.404821008,0.407142997,0.397320986,0.405892998,0.342389941,315946400
21/01/2004,0.405357003,0.410178989,0.400536001,0.403750002,0.340582162,226660000
22/01/2004,0.402857006,0.407678992,0.396070987,0.396070987,0.334104598,205004800
23/01/2004,0.400357008,0.406071007,0.397320986,0.402857006,0.339828998,227169600
26/01/2004,0.401071012,0.41178599,0.400536001,0.410892993,0.346607625,271269600
27/01/2004,0.411428988,0.415179014,0.407142997,0.411963999,0.347511113,307070400
28/01/2004,0.407857001,0.417499989,0.400178999,0.402143002,0.339226633,275402400
29/01/2004,0.404107004,0.407142997,0.39625001,0.405000001,0.341636628,212699200
30/01/2004,0.404464006,0.408392996,0.400357008,0.402857006,0.339828998,185298400
02/02/2004,0.401071012,0.407321006,0.394286007,0.398571014,0.33621344,287431200
03/02/2004,0.398214012,0.400000006,0.392856985,0.397500008,0.335309982,180812800
04/02/2004,0.392856985,0.394463986,0.387499988,0.389106989,0.328230113,305552800
05/02/2004,0.389643013,0.409107,0.389463991,0.400357008,0.337720096,352844800
06/02/2004,0.400893003,0.408749998,0.400000006,0.405535996,0.342088819,193340000
09/02/2004,0.403928995,0.408214003,0.401786,0.404821008,0.34148559,188260800
10/02/2004,0.403928995,0.412856996,0.40071401,0.410356998,0.346155435,255343200
11/02/2004,0.412321001,0.426250011,0.411606997,0.425000012,0.358507544,348544000
12/02/2004,0.421606988,0.428393006,0.421429008,0.423750013,0.357453018,183988000
13/02/2004,0.425893009,0.430357009,0.407678992,0.410714,0.346456587,315980000
17/02/2004,0.412499994,0.419463992,0.412499994,0.413571,0.348866582,170956800
18/02/2004,0.413928986,0.418570995,0.411606997,0.415356994,0.350373179,141635200
19/02/2004,0.416606992,0.422143012,0.400178999,0.401250005,0.33847329,323080800
20/02/2004,0.401786,0.401964009,0.396607012,0.400000006,0.337418824,277603200
23/02/2004,0.398929,0.401071012,0.390893012,0.39625001,0.334255606,194079200
24/02/2004,0.395357013,0.406071007,0.392856985,0.399286002,0.336816549,259056000
25/02/2004,0.39785701,0.40892899,0.396607012,0.407321006,0.343594462,276276000
26/02/2004,0.408571005,0.413928986,0.407142997,0.411428988,0.347059816,198408000
27/02/2004,0.409999996,0.428929001,0.409821004,0.427143008,0.360315263,468837600
01/03/2004,0.430357009,0.433928996,0.426250011,0.428929001,0.36182186,321680800
02/03/2004,0.428570986,0.430357009,0.424463987,0.425179005,0.358658493,256687200
03/03/2004,0.421429008,0.43196401,0.421429008,0.427143008,0.360315263,225131200
04/03/2004,0.427320987,0.45035699,0.426964015,0.449286014,0.378993928,660223200
05/03/2004,0.445535988,0.490893006,0.444642991,0.477499992,0.402793825,1540599200
08/03/2004,0.475356996,0.478392988,0.460714012,0.464286,0.391647249,522872000
09/03/2004,0.462500006,0.486250013,0.459820986,0.483929008,0.408217072,618363200
10/03/2004,0.482856989,0.502499998,0.481070995,0.494286001,0.416953564,1006964000
11/03/2004,0.486963987,0.500714004,0.483749986,0.484820992,0.408969313,595851200
12/03/2004,0.487857014,0.496071011,0.485179007,0.492143005,0.415145814,329224000
15/03/2004,0.482679009,0.488393009,0.468928993,0.472321004,0.398425102,481717600
16/03/2004,0.474106997,0.475178987,0.453393012,0.461071014,0.388935119,605432800
17/03/2004,0.463571012,0.471071005,0.46035701,0.467678994,0.394509256,411432000
18/03/2004,0.46321401,0.465357006,0.456963986,0.458393008,0.386676162,321081600
19/03/2004,0.456429005,0.481070995,0.456070989,0.461786002,0.389538258,408576000
22/03/2004,0.45303601,0.467321008,0.450893015,0.461786002,0.389538258,419031200
23/03/2004,0.462143004,0.464286,0.45035699,0.451606989,0.380951703,385515200
24/03/2004,0.451249987,0.459820986,0.451249987,0.455356985,0.384115189,428215200
25/03/2004,0.466785997,0.480536014,0.462321013,0.479820997,0.404751629,566445600
26/03/2004,0.482143015,0.488570988,0.480536014,0.482856989,0.407312661,419893600
29/03/2004,0.488750011,0.499821007,0.485713989,0.498392999,0.420418113,350728000
30/03/2004,0.495357007,0.499107003,0.488213986,0.498571008,0.420568198,359676800
31/03/2004,0.498571008,0.499642998,0.481249988,0.482856989,0.407312661,390773600
01/04/2004,0.480179012,0.486963987,0.475356996,0.484106988,0.408367097,318332000
02/04/2004,0.495536,0.498750001,0.486250013,0.491070986,0.414241523,274478400
05/04/2004,0.490714014,0.506606996,0.49000001,0.505713999,0.426593751,385672000
06/04/2004,0.494821012,0.50267899,0.489820987,0.496964008,0.41921249,257992000
07/04/2004,0.493036002,0.494643003,0.480713993,0.487679005,0.411380261,255119200
08/04/2004,0.497857004,0.5,0.485713989,0.49160701,0.414693803,240917600
